id,description,title,country,date_end,date_start,person,link,location,location_category,location_name
633,H.M. Dronningen aflægger besøg i Dronningens Ferieby kl. 15.00,,Danmark,,2015-08-31T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-aflagger-besog-i-dronningens-ferieby-kl-1500,,utrikes,Norge
634,H.K.H. Prinsesse Marie besøger Folkekirkens Nødhjælps aktiviteter på Roskilde Festival kl. 13.00,,Danmark,,2015-07-02T00:00:00,H.K.H. Prinsesse Marie,/menu/kalender/hkh-prinsesse-marie-besoger-folkekirkens-nodhjalps-aktiviteter-pa-roskilde-festival-kl,,inrikes,
635,H.M. Dronningen modtager nye officerer fra Søværnet kl. 10.00,,Danmark,,2015-07-03T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-modtager-nye-officerer-fra-sovarnet-kl-1000,,slottet,
636,H.K.H. Prinsesse Benedikte overværer åbningen af kunstudstilling i Bad Berleburg kl. 16.30,,Danmark,,2015-07-03T00:00:00,H.K.H. Prinsesse Benedikte,/menu/kalender/hkh-prinsesse-benedikte-overvarer-abningen-af-kunstudstilling-i-bad-berleburg-kl-1630,,inrikes,
637,Kronprinsparret overværer særforestilling og middag i anledning af Hempels 100-års jubilæum kl. 16.20,,Danmark,,2015-07-04T00:00:00,H.K.H. Kronprinsen,/menu/kalender/kronprinsparret-overvarer-sarforestilling-og-middag-i-anledning-af-hempels-100-ars-jubilau,,inrikes,
638,Kronprinsparret overværer særforestilling og middag i anledning af Hempels 100-års jubilæum kl. 16.20,,Danmark,,2015-07-04T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/kronprinsparret-overvarer-sarforestilling-og-middag-i-anledning-af-hempels-100-ars-jubilau,,inrikes,
639,H.K.H. Prinsesse Benedikte og H.H. Prins Richard modtager den officielle Fredensborg delegation ved fejringen af 40-års jubilæet for venskabsaftalen mellem Fredensborg by og Bad Berleburg kl. 11.00,,Danmark,,2015-07-05T00:00:00,H.K.H. Prinsesse Benedikte,/menu/kalender/hkh-prinsesse-benedikte-og-hh-prins-richard-modtager-den-officielle-fredensborg-deleg,,slottet,
640,"H.K.H. Prinsgemalen overrækker som protektor for ""Landskomiteen til renovering af Fredericia Vold"" en 3-punds kanon til byen kl. 10.00",,Danmark,,2015-07-06T00:00:00,H.K.H. Prins Henrik,/menu/kalender/hkh-prinsgemalen-overrakker-som-protektor-for-landskomiteen-til-renovering-af-frederic,,inrikes,
641,Regentparret aflægger besøg i Grønland i perioden 8.-22. juli,,Danmark,,2015-07-08T00:00:00,H.M. Dronningen,/menu/kalender/regentparret-aflagger-besog-i-gronland-i-perioden-8-22-juli,,utrikes,Grönland
642,Regentparret aflægger besøg i Grønland i perioden 8.-22. juli,,Danmark,,2015-07-08T00:00:00,H.K.H. Prins Henrik,/menu/kalender/regentparret-aflagger-besog-i-gronland-i-perioden-8-22-juli,,utrikes,Grönland
643,"H.M. Dronningen, Kronprinsparret samt D.K.H. Prins Joachim og Prinsesse Marie deltager i vielse og efterfølgende middag for H.K.H. Prins Carl Philip og Fr. Sofia Hellqvist kl. 15.30",,Danmark,,2015-07-13T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-kronprinsparret-samt-dkh-prins-joachim-og-prinsesse-marie-deltager-i-v,,utrikes,Sverige
644,"H.M. Dronningen, Kronprinsparret samt D.K.H. Prins Joachim og Prinsesse Marie deltager i vielse og efterfølgende middag for H.K.H. Prins Carl Philip og Fr. Sofia Hellqvist kl. 15.30",,Danmark,,2015-07-13T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hm-dronningen-kronprinsparret-samt-dkh-prins-joachim-og-prinsesse-marie-deltager-i-v,,utrikes,Sverige
645,"H.M. Dronningen, Kronprinsparret samt D.K.H. Prins Joachim og Prinsesse Marie deltager i vielse og efterfølgende middag for H.K.H. Prins Carl Philip og Fr. Sofia Hellqvist kl. 15.30",,Danmark,,2015-07-13T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/hm-dronningen-kronprinsparret-samt-dkh-prins-joachim-og-prinsesse-marie-deltager-i-v,,utrikes,Sverige
646,"H.M. Dronningen, Kronprinsparret samt D.K.H. Prins Joachim og Prinsesse Marie deltager i vielse og efterfølgende middag for H.K.H. Prins Carl Philip og Fr. Sofia Hellqvist kl. 15.30",,Danmark,,2015-07-13T00:00:00,H.K.H. Prins Joachim,/menu/kalender/hm-dronningen-kronprinsparret-samt-dkh-prins-joachim-og-prinsesse-marie-deltager-i-v,,utrikes,Sverige
647,"H.M. Dronningen, Kronprinsparret samt D.K.H. Prins Joachim og Prinsesse Marie deltager i vielse og efterfølgende middag for H.K.H. Prins Carl Philip og Fr. Sofia Hellqvist kl. 15.30",,Danmark,,2015-07-13T00:00:00,H.K.H. Prinsesse Marie,/menu/kalender/hm-dronningen-kronprinsparret-samt-dkh-prins-joachim-og-prinsesse-marie-deltager-i-v,,utrikes,Sverige
648,"H.M. Dronningen modtager i dag statsminister Helle Thorning-Schmidt i Christian IX's Palæ, Amalienborg kl. 11.00",,Danmark,,2015-07-19T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-modtager-i-dag-statsminister-helle-thorning-schmidt-i-christian-ixs-pala,,slottet,
649,Kronprinsparret modtager Gråsten Ringriderforenings optog kl. 11.30,,Danmark,,2015-07-19T00:00:00,H.K.H. Kronprinsen,/menu/kalender/kronprinsparret-modtager-grasten-ringriderforenings-optog-kl-1130,,slottet,
650,Kronprinsparret modtager Gråsten Ringriderforenings optog kl. 11.30,,Danmark,,2015-07-19T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/kronprinsparret-modtager-grasten-ringriderforenings-optog-kl-1130,,slottet,
651,H.H. Prins Felix’ fødselsdag,,Danmark,,2015-07-22T00:00:00,H.H. Prins Felix,/menu/kalender/hh-prins-felix-fodselsdag-3,,slottet,
652,Residensforlæggelse til Gråsten Slot,,Danmark,,2015-07-23T00:00:00,H.M. Dronningen,/menu/kalender/residensforlaggelse-til-grasten-slot-4,,slottet,
653,Residensforlæggelse til Gråsten Slot,,Danmark,,2015-07-23T00:00:00,H.K.H. Prins Henrik,/menu/kalender/residensforlaggelse-til-grasten-slot-4,,slottet,
654,Fotografering på Gråsten Slot,,Danmark,,2015-07-25T00:00:00,H.M. Dronningen,/menu/kalender/fotografering-pa-grasten-slot-2,,slottet,
655,Fotografering på Gråsten Slot,,Danmark,,2015-07-25T00:00:00,H.K.H. Prins Henrik,/menu/kalender/fotografering-pa-grasten-slot-2,,slottet,
656,Fotografering på Gråsten Slot,,Danmark,,2015-07-25T00:00:00,H.K.H. Kronprinsen,/menu/kalender/fotografering-pa-grasten-slot-2,,slottet,
657,Fotografering på Gråsten Slot,,Danmark,,2015-07-25T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/fotografering-pa-grasten-slot-2,,slottet,
658,Regentparret afholder omegnsreception på Gråsten Slot kl. 19.30,,Danmark,,2015-07-27T00:00:00,H.M. Dronningen,/menu/kalender/regentparret-afholder-omegnsreception-pa-grasten-slot-kl-1930-2,,slottet,
659,Regentparret afholder omegnsreception på Gråsten Slot kl. 19.30,,Danmark,,2015-07-27T00:00:00,H.K.H. Prins Henrik,/menu/kalender/regentparret-afholder-omegnsreception-pa-grasten-slot-kl-1930-2,,slottet,
660,H.K.H. Kronprinsen deltager i åbning af Arla Foods i Kuala Lumpur,,Danmark,,2015-07-30T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hkh-kronprinsen-deltager-i-abning-af-arla-foods-i-kuala-lumpur,,inrikes,
661,Regentparret og H.K.H. Prinsesse Benedikte deltager i digtaften på Augustiana. H.K.H. Prinsgemalen læser digte op kl. 18.30,,Danmark,,2015-07-30T00:00:00,H.M. Dronningen,/menu/kalender/regentparret-og-hkh-prinsesse-benedikte-deltager-i-digtaften-pa-augustiana-hkh-prin,,inrikes,
662,Regentparret og H.K.H. Prinsesse Benedikte deltager i digtaften på Augustiana. H.K.H. Prinsgemalen læser digte op kl. 18.30,,Danmark,,2015-07-30T00:00:00,H.K.H. Prins Henrik,/menu/kalender/regentparret-og-hkh-prinsesse-benedikte-deltager-i-digtaften-pa-augustiana-hkh-prin,,inrikes,
663,Regentparret og H.K.H. Prinsesse Benedikte deltager i digtaften på Augustiana. H.K.H. Prinsgemalen læser digte op kl. 18.30,,Danmark,,2015-07-30T00:00:00,H.K.H. Prinsesse Benedikte,/menu/kalender/regentparret-og-hkh-prinsesse-benedikte-deltager-i-digtaften-pa-augustiana-hkh-prin,,inrikes,
664,H.K.H. Prins Joachim deltager som protektor i Copenhagen Historic Grand Prix´s åbningsreception kl. 13.15,,Danmark,,2015-07-31T00:00:00,H.K.H. Prins Joachim,/menu/kalender/hkh-prins-joachim-deltager-som-protektor-i-copenhagen-historic-grand-prixs-abningsrece,,inrikes,
665,"H.K.H. Kronprinsessen deltager som formand for Mary Fonden i “Forbes 400 Summit on Philanthropy” i New York, USA",,Danmark,,2015-06-01T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/hkh-kronprinsessen-deltager-som-formand-for-mary-fonden-i-forbes-400-summit-on-philant,,utrikes,USA
666,Offentlig audiens på Christiansborg Slot kl. 10.00,,Danmark,,2015-06-01T00:00:00,H.M. Dronningen,/menu/kalender/offentlig-audiens-pa-christiansborg-slot-kl-1000-30-2,,slottet,
667,H.K.H. Prins Joachim deltager ved Horsens borgerlige Skyttelaugs 175-års jubilæum kl. 11.45,,Danmark,,2015-06-01T00:00:00,H.K.H. Prins Joachim,/menu/kalender/hkh-prins-joachim-deltager-ved-horsens-borgerlige-skyttelaugs-175-ars-jubilaum-kl-114,,inrikes,
668,H.K.H. Kronprinsen aflægger besøg hos den frivillige forening FitforKids kl. 17.00,,Danmark,,2015-06-01T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hkh-kronprinsen-aflagger-besog-hos-den-frivillige-forening-fitforkids-kl-1700,,inrikes,
669,H.K.H. Prinsesse Benedikte deltager i 40-års jubilæet for venskabsaftalen mellem Fredensborg by og Bad Berleburg kl. 19.00,,Danmark,,2015-06-02T00:00:00,H.K.H. Prinsesse Benedikte,/menu/kalender/hkh-prinsesse-benedikte-deltager-i-40-ars-jubilaet-for-venskabsaftalen-mellem-fredensbo,,inrikes,
670,"H.M. Dronningen modtager chef for NATOs Militære Komité, general Knud Bartels i afskedsaudiens kl. 11.30",,Danmark,,2015-06-03T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-modtager-chef-for-natos-militare-komite-general-knud-bartels-i-afskedsaud,,slottet,
671,H.K.H. Prinsgemalen er til stede ved Royal Yacht Squadrons 200-års jubilæum,,Danmark,,2015-06-04T00:00:00,H.K.H. Prins Henrik,/menu/kalender/hkh-prinsgemalen-er-til-stede-ved-royal-yacht-squadrons-200-ars-jubilaum,,inrikes,
672,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte deltager i Folketinget og Regeringens fejring af 100-års dagen for 1915-grundloven kl. 20.15",,Danmark,,2015-06-04T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin,,inrikes,
673,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte deltager i Folketinget og Regeringens fejring af 100-års dagen for 1915-grundloven kl. 20.15",,Danmark,,2015-06-04T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin,,inrikes,
674,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte deltager i Folketinget og Regeringens fejring af 100-års dagen for 1915-grundloven kl. 20.15",,Danmark,,2015-06-04T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin,,inrikes,
675,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte deltager i Folketinget og Regeringens fejring af 100-års dagen for 1915-grundloven kl. 20.15",,Danmark,,2015-06-04T00:00:00,H.K.H. Prins Joachim,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin,,inrikes,
676,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte deltager i Folketinget og Regeringens fejring af 100-års dagen for 1915-grundloven kl. 20.15",,Danmark,,2015-06-04T00:00:00,H.K.H. Prinsesse Marie,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin,,inrikes,
677,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte deltager i Folketinget og Regeringens fejring af 100-års dagen for 1915-grundloven kl. 20.15",,Danmark,,2015-06-04T00:00:00,H.K.H. Prinsesse Benedikte,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin,,inrikes,
678,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte til stede ved jubilæumsmøde i Landstingssalen samt ved modtagelse af grundlovsoptoget i Rigsdagsgården i anledning af 100-året for 1915-grundloven kl. 09.50",,Danmark,,2015-06-05T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin-2,,inrikes,
679,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte til stede ved jubilæumsmøde i Landstingssalen samt ved modtagelse af grundlovsoptoget i Rigsdagsgården i anledning af 100-året for 1915-grundloven kl. 09.50",,Danmark,,2015-06-05T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin-2,,inrikes,
680,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte til stede ved jubilæumsmøde i Landstingssalen samt ved modtagelse af grundlovsoptoget i Rigsdagsgården i anledning af 100-året for 1915-grundloven kl. 09.50",,Danmark,,2015-06-05T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin-2,,inrikes,
681,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte til stede ved jubilæumsmøde i Landstingssalen samt ved modtagelse af grundlovsoptoget i Rigsdagsgården i anledning af 100-året for 1915-grundloven kl. 09.50",,Danmark,,2015-06-05T00:00:00,H.K.H. Prins Joachim,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin-2,,inrikes,
682,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte til stede ved jubilæumsmøde i Landstingssalen samt ved modtagelse af grundlovsoptoget i Rigsdagsgården i anledning af 100-året for 1915-grundloven kl. 09.50",,Danmark,,2015-06-05T00:00:00,H.K.H. Prinsesse Marie,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin-2,,inrikes,
683,"H.M. Dronningen, Kronprinsparret, D.K.H. Prins Joachim og Prinsesse Marie samt H.K.H. Prinsesse Benedikte til stede ved jubilæumsmøde i Landstingssalen samt ved modtagelse af grundlovsoptoget i Rigsdagsgården i anledning af 100-året for 1915-grundloven kl. 09.50",,Danmark,,2015-06-05T00:00:00,H.K.H. Prinsesse Benedikte,/menu/kalender/hm-dronningen-kronprinsparret-dkh-prins-joachim-og-prinsesse-marie-samt-hkh-prin-2,,inrikes,
684,H.K.H. Prinsesse Isabella døber Samsøs nye færge kl. 13.45,,Danmark,,2015-06-06T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/hkh-prinsesse-isabella-dober-samsos-nye-farge-kl-1345,,inrikes,
685,H.K.H. Prinsesse Isabella døber Samsøs nye færge kl. 13.45,,Danmark,,2015-06-06T00:00:00,H.K.H. Prinsesse Isabella,/menu/kalender/hkh-prinsesse-isabella-dober-samsos-nye-farge-kl-1345,,inrikes,
686,H.K.H. Prins Joachims fødselsdag,,Danmark,,2015-06-07T00:00:00,H.K.H. Prins Joachim,/menu/kalender/hkh-prins-joachims-fodselsdag-3,,slottet,
687,H.K.H. Prinsgemalen overværer VM i Dragesejlads,,Danmark,,2015-06-08T00:00:00,H.K.H. Prins Henrik,/menu/kalender/hkh-prinsgemalen-overvarer-vm-i-dragesejlads,,inrikes,
688,H.K.H. Kronprinsen deltager i 2022 Candidate City Briefing for IOC medlemmer den 9.-10. juni,,Danmark,,2015-06-09T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hkh-kronprinsen-deltager-i-2022-candidate-city-briefing-for-ioc-medlemmer-den-9-10-ju,,inrikes,
689,H.M. Dronningen til stede ved gallakoncert i anledning af Carl Nielsens 150-års dag kl. 19.30,,Danmark,,2015-06-09T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-til-stede-ved-gallakoncert-i-anledning-af-carl-nielsens-150-ars-dag-kl-19,,inrikes,
690,H.K.H. Prinsgemalen overrækker som protektor LIONS prisen 2015 kl. 12.00,,Danmark,,2015-06-10T00:00:00,H.K.H. Prins Henrik,/menu/kalender/hkh-prinsgemalen-overrakker-som-protektor-lions-prisen-2015-kl-1200,,inrikes,
691,"D.K.H. Prins Joachim og Prinsesse Marie overværer egnsspillet ""Drømte mig en drøm"" kl. 20.00",,Danmark,,2015-06-10T00:00:00,H.K.H. Prins Joachim,/menu/kalender/dkh-prins-joachim-og-prinsesse-marie-overvarer-egnsspillet-dromte-mig-en-drom-kl-20,,inrikes,
692,"D.K.H. Prins Joachim og Prinsesse Marie overværer egnsspillet ""Drømte mig en drøm"" kl. 20.00",,Danmark,,2015-06-10T00:00:00,H.K.H. Prinsesse Marie,/menu/kalender/dkh-prins-joachim-og-prinsesse-marie-overvarer-egnsspillet-dromte-mig-en-drom-kl-20,,inrikes,
693,H.K.H. Kronprinsen overrækker legater fra Crown Prince Frederik Fund kl. 14.00,,Danmark,,2015-06-11T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hkh-kronprinsen-overrakker-legater-fra-crown-prince-frederik-fund-kl-1400-2,,inrikes,
694,H.K.H. Prinsgemalen forestår prisuddeling fra H.K.H. Prinsgemalens Fond kl. 10.30,,Danmark,,2015-06-11T00:00:00,H.K.H. Prins Henrik,/menu/kalender/hkh-prinsgemalen-forestar-prisuddeling-fra-hkh-prinsgemalens-fond-kl-1030,,slottet,
695,"H.K.H. Kronprinsen deltager i cykelløbet ""Vättern Rundt"", der i år fejrer 50 års jubilæum",,Danmark,,2015-06-12T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hkh-kronprinsen-deltager-i-cykellobet-vattern-rundt-der-i-ar-fejrer-50-ars-jubilaum,,inrikes,
696,H.K.H. Prins Joachim er rigsforstander,,Danmark,,2015-06-12T00:00:00,H.K.H. Prins Joachim,/menu/kalender/hkh-prins-joachim-er-rigsforstander-3-2,,slottet,
697,H.K.H. Prinsesse Benedikte overværer de danske mesterskaber i dressur på Broholm Gods kl. 16.30,,Danmark,,2015-06-12T00:00:00,H.K.H. Prinsesse Benedikte,/menu/kalender/hkh-prinsesse-benedikte-overvarer-de-danske-mesterskaber-i-dressur-pa-broholm-gods-kl,,inrikes,
698,"H.M. Dronningen deltager sammen med H.M. Dronning Sonja i åbning af fællesudstillingen ""Fra Fjell og Kyst"" efterfulgt af pressemøde kl. 15.00",,Danmark,,2015-06-12T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-deltager-sammen-med-hm-dronning-sonja-i-abning-af-fallesudstillingen-fr,,inrikes,
699,"H.K.H. Prinsesse Benedikte overværer ""H.K.H. Prinsesse Benediktes Ærespræmieløb"" kl. 14.00",,Danmark,,2015-06-13T00:00:00,H.K.H. Prinsesse Benedikte,/menu/kalender/hkh-prinsesse-benedikte-overvarer-hkh-prinsesse-benediktes-arespramielob-kl-1400,,inrikes,
700,H.K.H. Prinsesse Benedikte overværer de danske mesterskaber i dressur på Broholm Gods kl. 12.00,,Danmark,,2015-06-14T00:00:00,H.K.H. Prinsesse Benedikte,/menu/kalender/hkh-prinsesse-benedikte-overvarer-de-danske-mesterskaber-i-dressur-pa-broholm-gods-kl-2,,inrikes,
701,Offentlig audiens på Christiansborg Slot kl. 10.00,,Danmark,,2015-06-15T00:00:00,H.M. Dronningen,/menu/kalender/offentlig-audiens-pa-christiansborg-slot-kl-1000-31-2,,slottet,
702,"H.K.H. Prinsesse Benedikte overværer friluftspillet ""Obersten"" på friluftscenen i Ladegårdsskoven kl. 19.30",,Danmark,,2015-06-17T00:00:00,H.K.H. Prinsesse Benedikte,/menu/kalender/hkh-prinsesse-benedikte-overvarer-friluftspillet-obersten-pa-friluftscenen-i-ladegard,,inrikes,
703,Residensforlæggelse til Marselisborg Slot,,Danmark,,2015-06-18T00:00:00,H.M. Dronningen,/menu/kalender/residensforlaggelse-til-marselisborg-slot-5-2,,slottet,
704,Residensforlæggelse til Marselisborg Slot,,Danmark,,2015-06-18T00:00:00,H.K.H. Prins Henrik,/menu/kalender/residensforlaggelse-til-marselisborg-slot-5-2,,slottet,
705,H.K.H. Kronprinsen overrækker ELFORSK prisen i forbindelse med Energiens Topmøde 2015 kl. 11.20,,Danmark,,2015-06-18T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hkh-kronprinsen-overrakker-elforsk-prisen-i-forbindelse-med-energiens-topmode-2015-kl,,inrikes,
706,H.M. Dronningen modtager de politiske partiers repræsentanter i Christian IX's Palæ på Amalienborg fra kl. 14.00,,Danmark,,2015-06-19T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-modtager-de-politiske-partiers-reprasentanter-i-christian-ixs-pala-pa-ama,,slottet,
707,H.K.H. Kronprinsessen besøger udstillingen Danish Fashion Now kl. 13.00,,Danmark,,2015-06-19T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/hkh-kronprinsessen-besoger-udstillingen-danish-fashion-now-kl-1300,,inrikes,
708,H.M. Dronningen til stede ved indvielsen af Dokk1 kl. 11.00,,Danmark,,2015-06-20T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-til-stede-ved-indvielsen-af-dokk1-kl-1100,,inrikes,
709,Kronprinsparret overværer Årets Reumert prisuddelingen kl. 19.00,,Danmark,,2015-06-21T00:00:00,H.K.H. Kronprinsen,/menu/kalender/kronprinsparret-overvarer-arets-reumert-prisuddelingen-kl-1900,,inrikes,
710,H.K.H. Kronprinsen overværer DGI Verdensholdets show ORBITA kl. 14.00,,Danmark,,2015-06-21T00:00:00,H.K.H. Prins Christian,/menu/kalender/hkh-kronprinsen-overvarer-dgi-verdensholdets-show-orbita-kl-1400,,inrikes,
711,Kronprinsparret overværer Årets Reumert prisuddelingen kl. 19.00,,Danmark,,2015-06-21T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/kronprinsparret-overvarer-arets-reumert-prisuddelingen-kl-1900,,inrikes,
712,H.M. Dronningen modtager de politiske partiers repræsentanter i Christian IX's Palæ på Amalienborg fra kl. 11.00,,Danmark,,2015-06-22T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-modtager-de-politiske-partiers-reprasentanter-i-christian-ixs-pala-pa-ama-2,,slottet,
713,H.M. Dronningen modtager de politiske partiers repræsentanter i Christian IX's Palæ på Amalienborg fra kl. 11.00,,Danmark,,2015-06-22T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hm-dronningen-modtager-de-politiske-partiers-reprasentanter-i-christian-ixs-pala-pa-ama-2,,slottet,
714,H.K.H. Kronprinsessen deltager som protektor for Dansk Svømmeunion i indvielse af ny livredningspost kl. 12.00,,Danmark,,2015-06-22T00:00:00,H.K.H. Kronprinsessen,/menu/kalender/hkh-kronprinsessen-deltager-som-protektor-for-dansk-svommeunion-i-indvielse-af-ny-livre,,inrikes,
715,H.K.H. Prinsgemalen modtager ny regimentschef for Jyske Dragon Regiment kl. 15.00,,Danmark,,2015-06-22T00:00:00,H.K.H. Prins Henrik,/menu/kalender/hkh-prinsgemalen-modtager-ny-regimentschef-for-jyske-dragon-regiment-kl-1500,,slottet,
716,H.K.H. Kronprinsen deltager i markeringen af ny fælleskommando for specialstyrkerne kl. 11.00,,Danmark,,2015-06-25T00:00:00,H.K.H. Kronprinsen,/menu/kalender/hkh-kronprinsen-deltager-i-markeringen-af-ny-falleskommando-for-specialstyrkerne-kl-11,,inrikes,
717,H.K.H. Prinsgemalen uddeler Europa Nostra prisen kl. 12.00,,Danmark,,2015-06-25T00:00:00,H.K.H. Prins Henrik,/menu/kalender/hkh-prinsgemalen-uddeler-europa-nostra-prisen-kl-1200,,slottet,
718,H.M. Dronningen modtager H.E. Sveriges ambassadør i afskedsaudiens kl. 11.45,,Danmark,,2015-06-26T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-modtager-he-sveriges-ambassador-i-afskedsaudiens-kl-1145,,slottet,
719,H.K.H. Prins Joachim besøger Frilandsmuseet Hjerl Hede i anledning af Hjerl-Fondens 100-års jubilæum kl. 11.00,,Danmark,,2015-06-26T00:00:00,H.K.H. Prins Joachim,/menu/kalender/hkh-prins-joachim-besoger-frilandsmuseet-hjerl-hede-i-anledning-af-hjerl-fondens-100-ar,,inrikes,Danmark
720,H.K.H. Prinsgemalen er til stede ved CHRISTINA Jewelry & Watches i forbindelse med afsløring af Prinsgemalens skulptur Fabeldyret kl. 14.00,,Danmark,,2015-06-27T00:00:00,H.K.H. Prins Henrik,/menu/kalender/hkh-prinsgemalen-er-til-stede-ved-christina-jewelry--watches-i-forbindelse-med-afslori,,inrikes,
721,H.K.H. Prins Joachim deltager i arrangementet ”Åben Hede” ved Hærens Kamp og Ildstøtteskole kl. 9.00,,Danmark,,2015-06-28T00:00:00,H.K.H. Prins Joachim,/menu/kalender/hkh-prins-joachim-deltager-i-arrangementet-aben-hede-ved-harens-kamp-og-ildstotteskol,,inrikes,
722,Hendes Majestæt Dronningen modtager den nye regering og den fratrædende regering,,Danmark,,2015-06-28T00:00:00,H.M. Dronningen,/menu/kalender/hendes-majestat-dronningen-modtager-den-nye-regering-og-den-fratradende-regering,,slottet,
723,Offentlig audiens på Christiansborg Slot kl. 10.00,,Danmark,,2015-06-29T00:00:00,H.M. Dronningen,/menu/kalender/offentlig-audiens-pa-christiansborg-slot-kl-1000-32-2,,slottet,
724,H.K.H. Prinsgemalen overrækker førsteprisen ved Malko konkurrence kl. 20.20,,Danmark,,2015-05-01T00:00:00,H.K.H. Prins Henrik,/menu/kalender/hkh-prinsgemalen-overrakker-forsteprisen-ved-malko-konkurrence-kl-2020,,inrikes,
725,H.H. Prins Henriks fødselsdag,,Danmark,,2015-05-04T00:00:00,H.H. Prins Henrik,/menu/kalender/hh-prins-henriks-fodselsdag-2-2,,slottet,
726,H.M. Dronningen deltager i højtideligholdelse af Danmarks befrielse i 1945 kl. 19.00,,Danmark,,2015-05-04T00:00:00,H.M. Dronningen,/menu/kalender/hm-dronningen-deltager-i-hojtideligholdelse-af-danmarks-befrielse-i-1945-kl-1900,,inrikes,
